first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Bernard,W£ODARCZYK,KS/868068/2011,2011-10-22,"5 382,0",KSI GOWOå∆,false
Zenon,Szewczyk,LO/454315/2011,2011-07-14,4495.77,LOGISTYKA,0
Przemys≥aw,SzczepaÒski,CZ/943850/2017,2017-10-30,3441.7900000000004,CZYSTOå∆,true
adam,MARCINIAK,KA/353328/2015,2015-07-03T00:00:00,"4 918,925",KADRY,ma
Wojciech,olszewski,SP/286448/2009,2009-06-24,4025.34,SPRZEDAØ,ma
julian,Jaworski,MA/575037/2018,2018-08-26T00:00:00,5561.6,MARKETING,nie ma
robert,SzymaÒski,LO/868862/2012,2012-11-25,4775.3145,LOGISTYKA,ma
Ewa,Lewandowska,OC/949214/2017,2017-01-03T00:00:00,"3 607,12",OCHRONA,Fa≥sz
Edward,Szulc,KA/902664/2018,2018-02-07T00:00:00,"5 270,155000000001",KADRY    ,1
Andrzej,KrÛl,KS/722556/2012,2012/03/20,7420.820000000001,KSI GOWOå∆,True
Sabina ,Ostrowska,KA/756352/2016,2016-06-17,5285.5 ,KADRY,MA
Mariola,Jab≥oÒska,LO/494736/2016,2016-06-17T00:00:00,4186.35,LOGISTYKA,Fa≥sz
WIKTORIA,Wiúniewska,MA/539861/2009 ,2009-11-21,4803.2,MARKETING,false
Cezary,Borkowski,KS/483294/2014  ,2014-04-09,"5 690,0",KSI GOWOå∆,NIE MA
Lucyna,Michalska,MA/645002/2018,2018-08-26,4739.36,MARKETING,nie
Ludwik ,wilk,CZ/272818/2018,2018-07-07,2943.0  ,CZYSTOå∆,Nie
helena  ,Dudek,SP/525258/2012,2012-06-28,"3 453,0",SPRZEDAØ,Fa≥sz
ANNA,Mazur,MA/326462/2012,2012-11-25,4036.8,MARKETING,false
Karol,SZULC,MA/218603/2018,,3669.6000000000004,MARKETING,nie ma
NATALIA,,IT/116169/2013,2013-03-05,6375.0,IT,Nie
Lucjan,Michalski,KA/249269/2012,2012-10-06,4455.320000000001,KADRY,Fa≥sz
JÛzef ,Koz≥owski,KS/900531/2012,2012-10-06,"5 076,06",KSI GOWOå∆,true
Leokadia,grabowska,SP/279883/2012,2012-05-09,4665.0,SPRZEDAØ,Nie
Antonina,Majewska,SP/358570/2011,2011-10-22,"3 215,25",SPRZEDAØ,0
Bogus≥awa,Baran,LO/440354/2012,2012-05-09,3387.15,LOGISTYKA,NIE MA
jan,Sadowski  ,KS/512929/2012,2012/11/25,"7 490,34",,Prawda
Stanis≥aw,KRAJEWSKI,MA/912172/2015  ,2015/11/30,3585.2800000000007,MARKETING,NIE MA
,Mazur ,SP/315515/2014,2014-02-18,"4 875,75",SPRZEDAØ,MA
Sabina,Jaworska,MA/436254/2013,2013/04/24,4903.2,MARKETING,0
helena,Kowalczyk,SP/106412/2010,2010/09/17,3263.1000000000004,SPRZEDAØ,NIE MA
Renata,Dπbrowska,KS/357489/2015 ,2015-02-03T00:00:00,6716.4,KSI GOWOå∆,Nie
Eugenia,Sikora,LO/625335/2011,2011-05-25T00:00:00,4460.805,LOGISTYKA, 
Natalia,Lewandowska,LO/142203/2018,2018-08-26,5035.338000000002 ,LOGISTYKA,ma
Piotr,Dπbrowski,KS/251405/2017,2017-10-30,5110.0,KSI GOWOå∆ ,False
iwona,Wojciechowska,CZ/226090/2016,2016-03-09T00:00:00,2240.0,CZYSTOå∆  ,false
CZES£AW,Wysocki,CZ/919280/2015    ,2015-10-11,2787.4,CZYSTOå∆,Prawda 
Wioletta,pawlak,KS/472439/2015  ,2015-11-30T00:00:00,6531.8,KSI GOWOå∆,Tak  
Edward,Wieczorek,SP/151443/2014,2014/12/15,5145.0  ,SPRZEDAØ,Nie
JULIA,GÛrska,SP/764549/2012,2012/01/30,4283.4,SPRZEDAØ,FA£SZ
MARIA,,SP/286087/2015,2015-02-03,4413.299999999999,SPRZEDAØ,0
ANNA,pietrzak,MA/719241/2013,2013/01/14,4614.400000000001,MARKETING,NIE
Joanna,ostrowska,CZ/296816/2017,2017-12-19,2473.9,CZYSTOå∆,ma
janusz,Kowalczyk,LO/476976/2011,2011-09-02,4114.8,LOGISTYKA,FA£SZ
JAN,Paw≥owski,ZA/202425/2015,2015/11/30  ,78988.25,ZARZ•D,PRAWDA
aniela,Rutkowska,SP/207055/2017,2017/06/02,4561.754999999999,SPRZEDAØ,TAK
Bernard,Lewandowski,KS/719246/2013,2013-03-05,4484.0,KSI GOWOå∆,Fa≥sz
JÛzef,Gajewski,SP/288640/2011,2011-04-05,"5 051,970000000001",SPRZEDAØ ,Prawda
Jadwiga,Baran,SP/676840/2013,2013-06-13 ,3797.1000000000004,SPRZEDAØ,nie
Robert,wysocki ,SP/890365/2011,2011-05-25,4861.200000000001,SPRZEDAØ,Fa≥sz
KATARZYNA,SZEWCZYK,SP/734879/2011,2011-07-14,5446.650000000001,SPRZEDAØ,true
Stefan,Sadowski,KS/536956/2014,2014-05-29T00:00:00,"5 860,8",KSI GOWOå∆,Tak
Maria  ,Michalska,KA/469481/2015,2015-11-30,5028.2,KADRY,FA£SZ
Zofia,Nowak,SP/869829/2010,2010-07-29,4236.0,SPRZEDAØ,False
Edyta,Paw≥owska,KA/353905/2012,2012-03-20T00:00:00,3713.8,KADRY,FA£SZ
Bronis≥aw ,Lis,KA/383412/2011,2011-12-11,4676.195000000001,KADRY,NIE
Zygmunt,Ostrowski,LO/977320/2010,2010-03-01,"4 133,7",LOGISTYKA,NIE MA
Marcin,Zalewski ,ZA/911993/2009,2009-06-24T00:00:00 ,72600.0,ZARZ•D,Nie
kazimierz,Nowakowski,MA/170849/2012,2012-11-25,"5 177,6",MARKETING  ,nie  
,grabowski,KS/282895/2016,2016/06/17,4842.0,KSI GOWOå∆,false
Rozalia,Ostrowska,MA/711386/2010 ,2010-07-29,5669.136,MARKETING,true
Genowefa,Ostrowska,CZ/299722/2018,2018-05-18,3166.0,CZYSTOå∆,Fa≥sz
Bogus≥awa  ,Walczak,CZ/542671/2010,2010-06-09,"2 538,8",CZYSTOå∆,Tak
Ma≥gorzata,Zajπc,KS/375220/2011,2011-12-11,6549.400000000001,KSI GOWOå∆,MA
Celina,Lewandowska,LO/990208/2017,2017-09-10,3154.1400000000003,LOGISTYKA,1
,W≥odarczyk ,MA/921423/2011,2011-12-11,"4 001,2800000000007",MARKETING,nie
Marta,Grabowska,MA/128293/2010,2010-04-20T00:00:00,4831.200000000001 ,MARKETING,MA
Jaros≥aw,KUCHARSKI,CZ/168535/2017,2017-12-19T00:00:00,"3 293,8",CZYSTOå∆,0
MARIANNA,Kwiatkowska,KA/588161/2013,2013/06/13,"4 178,8",KADRY,nie ma
Zofia,WÛjcik,CZ/546490/2010,2010-03-01,3079.0,CZYSTOå∆,nie
Adela,Zajπc,MA/874738/2014,2014-12-15,4413.728000000001,MARKETING,ma
Izabela  ,Jaworska,KA/633352/2011,2011-07-14  ,3656.4500000000003,,NIE
Marek,Pawlak,KA/550498/2011,2011-07-14,4829.8,KADRY,nie ma
Maria,GÛrska,SP/244275/2010,2010-07-29,"4 717,35",SPRZEDAØ,1  
Karol,Kowalczyk,LO/904024/2016,2016-11-14,3590.7300000000005,LOGISTYKA,1
Bogus≥aw,Jaworski,CZ/900812/2013,2013-09-21 ,2112.4,CZYSTOå∆,nie
Wac≥aw,ostrowski,MA/742641/2010,2010-06-09,4385.6 ,MARKETING,FA£SZ
Wioletta ,Pawlak,KA/556578/2011,2011-04-05T00:00:00,"3 363,5",KADRY,Fa≥sz 
Renata,WOèNIAK ,LO/569937/2018,2018-07-07,4467.177000000001,LOGISTYKA,tak
Janina,gÛrska,SP/807655/2009,2009-06-24  ,4224.0,SPRZEDAØ,1
Leszek,Sawicki,OC/128922/2011,2011-02-14,3040.4,OCHRONA,nie ma
EDYTA,Adamczyk,KS/428352/2016,2016-11-14T00:00:00,6128.0,KSI GOWOå∆,FA£SZ
Lucyna,Jaworska,CZ/786118/2017 ,2017-06-02,"2 930,4",CZYSTOå∆,0
Marta,tomaszewska,KA/602396/2010,2010/06/09,5314.95,KADRY,
Alfred,Mazur,CZ/348112/2015,2015-11-30T00:00:00,3046.67 ,CZYSTOå∆,Prawda
Adela,Lewandowska,LO/888295/2014,2014/05/29,4025.7000000000003,LOGISTYKA,NIE 
Justyna  ,Jab≥oÒska,MA/346741/2013,2013-03-05,5287.92,MARKETING,True
ireneusz,Wilk,KA/462485/2017,2017-12-19,4206.7,KADRY  ,Fa≥sz
Aleksander,SZULC,KA/965564/2015  ,2015-05-14,4325.585,KADRY,MA
maciej   ,Lewandowski  ,MA/551046/2009,2009-11-21,5376.8,MARKETING,ma
Danuta,Walczak,CZ/595535/2013,2013-04-24,"3 215,3",CZYSTOå∆,tak
Krzysztof,Rutkowski,IT/953712/2010,2010-01-10  ,5735.0,IT,nie
Grzegorz,Sadowski,LO/586322/2009,2009/06/24,"4 392,63",LOGISTYKA,Prawda
natalia,Dudek ,SP/992908/2017,2017-07-22,5179.35,SPRZEDAØ,Tak
Kazimierz,Krajewski,MA/847256/2015,2015/02/03,4995.200000000001,MARKETING,Nie
PRZEMYS£AW,Woüniak,CZ/142321/2013,2013/09/21,"3 654,2000000000003",CZYSTOå∆,
Miros≥awa  ,grabowska  ,KS/101014/2017,2017/06/02,6602.0,,false
Lucyna,,SP/797589/2017,2017-04-13,4090.3500000000004,SPRZEDAØ ,Prawda
Zygmunt,Borkowski,KS/647441/2012,2012-06-28,6194.8 ,KSI GOWOå∆,nie ma
Edmund,SADOWSKI,SP/295443/2013,2013/01/14,"3 469,5",SPRZEDAØ,NIE
DANIELA,Szewczyk,CZ/246831/2010,2010/09/17,"3 165,8",CZYSTOå∆,1
Jacek, ,IT/191399/2013,2013-06-13,6885.0,IT ,nie
RÛøa,Woüniak ,KA/166646/2018,2018/10/15,"3 991,4050000000007",KADRY,PRAWDA
Mieczys≥aw,SzymaÒski,KS/523820/2013,2013-04-24,5736.0,KSI GOWOå∆,False
Izabela,ZieliÒska,SP/324275/2017,2017-09-10,"5 439,225",SPRZEDAØ,Prawda
Marzena,Jaworska,KS/776016/2017,2017/02/22,6611.000000000001,KSI GOWOå∆,Prawda
MARTA ,Pietrzak,SP/522156/2017 ,2017-01-03T00:00:00,3221.8500000000004,SPRZEDAØ ,False
w≥odzimierz,Grabowski,LO/732566/2009,2009-08-13,3221.1000000000004,LOGISTYKA,nie
Tadeusz,Nowakowski,CZ/855288/2010,2010-03-01,2321.5,CZYSTOå∆,NIE MA
Kazimiera,Krawczyk,MA/795101/2017,2017-12-19T00:00:00,4161.12,MARKETING,FA£SZ
Jacek,Walczak,MA/220134/2011,2011-07-14,4478.400000000001,MARKETING,0
Jaros≥aw,Zawadzki,KS/133093/2011,2011-05-25  ,"6 426,0",KSI GOWOå∆,nie ma
marcin,Dudek,SP/147889/2013,2013-01-14T00:00:00,3668.1000000000004,SPRZEDAØ,False
Anna,malinowska,LO/524768/2015,2015-10-11,4533.3 ,LOGISTYKA ,false
Boles≥aw,Adamczyk,MA/576367/2009,2009-11-21T00:00:00,"5 084,4800000000005",MARKETING,false
Jaros≥aw,Wilk,KS/640890/2017,2017-01-03T00:00:00,4793.8,KSI GOWOå∆,True
Zofia,Rutkowska,SP/907021/2016,2016/08/06,4675.65,SPRZEDAØ,False
wies≥awa,Pawlak,CZ/278670/2010,2010-03-01,2697.1,CZYSTOå∆,NIE MA  
Julia,Rutkowska,SP/643900/2010,2010-01-10,4512.585000000001,SPRZEDAØ  ,TAK 
KAROLINA,ZieliÒska,LO/635802/2012,2012/03/20,4218.75,,nie
Bernard,Lewandowski,LO/297635/2018,2018-08-26,4178.25,LOGISTYKA  ,NIE
HELENA,SzymaÒska,CZ/944667/2017  ,2017/04/13,3323.0,CZYSTOå∆,NIE MA
Franciszka,Kwiatkowska,LO/374485/2012,2012-03-20,3451.9500000000003,LOGISTYKA,Fa≥sz
feliks,Olszewski,CZ/212696/2014 ,2014/05/29,2465.0  ,CZYSTOå∆,nie
Agata,Wiúniewska,SP/146973/2018,2018/03/29,3439.2000000000003,SPRZEDAØ,NIE
agata,Kaczmarek,SP/995225/2016,2016-08-06,4552.049999999999,SPRZEDAØ,NIE MA
jÛzefa,StÍpieÒ,MA/657481/2012,2012/06/28,4417.6 ,MARKETING,Prawda
FELIKS,CHMIELEWSKI,CZ/677823/2010,2010-04-20,3274.7000000000003,CZYSTOå∆,tak
Artur,Jaworski,SP/972663/2013,2013/06/13,5009.565,SPRZEDAØ,MA
Wies≥aw,krÛl,SP/937538/2017,2017-01-03T00:00:00,3996.0,SPRZEDAØ,NIE
rafa≥,Kwiatkowski,KA/973183/2015,2015-05-14,4172.445000000001,KADRY,Fa≥sz
Lucjan,KOWALSKI  ,MA/456724/2011,2011-09-02,5061.760000000001,MARKETING,true
Janusz,sadowski,SP/758153/2012,,"4 444,5",SPRZEDAØ,False  
Marcin,Zakrzewski,MA/900023/2017,2017-06-02T00:00:00,5361.6  ,MARKETING,Fa≥sz
Lucjan,SzymaÒski  ,KA/836205/2017,2017-04-13T00:00:00,5310.3,KADRY,Fa≥sz
Bogus≥aw,WYSOCKI ,MA/122782/2015,,5671.2480000000005,MARKETING,Tak
Hanna,Koz≥owska,KS/679069/2016,2016-11-14,5390.44,KSI GOWOå∆,tak
Ludwik,Nowakowski,MA/749926/2015,2015-10-11,4868.160000000001,,True
Lucyna,nowak,SP/758499/2009,2009/11/21,4835.325000000001,SPRZEDAØ,tak
Piotr,Mazurek,MA/759983/2010,2010/07/29,4033.6000000000004,MARKETING,
Honorata,Dπbrowska,MA/328027/2013,2013/11/10  ,5094.400000000001,MARKETING,False
Maciej,G≥owacki,MA/332176/2017,2017/04/13,"4 406,400000000001   ",,NIE
KAROL,ZALEWSKI,CZ/874322/2015,2015-08-22,2348.3900000000003,CZYSTOå∆,1
Miros≥aw,G≥owacki,MA/207346/2012,2012/01/30,3640.96,MARKETING ,nie
Mariusz,Sadowski,KA/614593/2013,2013-01-14,4734.785000000001,KADRY,True
JÛzefa,Kowalska,MA/378896/2010,2010/07/29,4559.36,MARKETING,NIE
jerzy,Chmielewski,MA/653025/2011,2011/12/11,"5 041,6",MARKETING,False
Przemys≥aw,Olszewski,SP/332158/2010,2010/12/26,4626.6,SPRZEDAØ,
Ludwik,Chmielewski ,CZ/930198/2010,2010-03-01T00:00:00,2732.4,CZYSTOå∆, 
Julian,SzymaÒski,SP/895431/2016,2016-04-28,"3 985,5 ", ,0
Bogumi≥a,Dudek,KS/333604/2015,2015/11/30,"5 827,4",KSI GOWOå∆,Nie
Zdzis≥awa,Witkowska,MA/817285/2015,2015-03-25,4276.8,MARKETING,false
,Walczak ,OC/491498/2017   ,2017-07-22T00:00:00,3265.46,OCHRONA,NIE
ALFREDA,SzymaÒska,OC/126691/2017,2017-06-02,"2 743,675 ",OCHRONA,MA
Pawe≥,Soko≥owski,MA/813405/2018,2018-07-07 ,5185.4400000000005,MARKETING,nie ma
BOGUS£AWA,WrÛblewska,LO/999266/2013,2013-06-13T00:00:00,3357.4500000000003,LOGISTYKA,NIE
STANIS£AWA,Wojciechowska,SP/720895/2009,2009-11-21  ,3161.1000000000004,SPRZEDAØ,Nie
Alfred,Czarnecki,LO/620042/2018,2018-03-29T00:00:00,4902.282,LOGISTYKA,TAK
GRZEGORZ,lis,LO/350966/2015,2015-11-30,3840.7500000000005,LOGISTYKA,False
Urszula,Michalska,SP/525615/2015,,5137.049999999999,SPRZEDAØ,FA£SZ
marianna  ,Rutkowska  ,LO/240333/2015,2015-07-03T00:00:00 ,3658.635,LOGISTYKA,NIE
Mieczys≥aw,SzczepaÒski,MA/656739/2010,2010-04-20,3969.6000000000004,MARKETING,NIE
R”ØA,Wieczorek,MA/151703/2011,2011-09-02,4612.8 ,MARKETING,false
Marek,NOWAKOWSKI,MA/271280/2015,2015-11-30T00:00:00,4572.0,MARKETING,NIE
dariusz,Wilk,OC/534693/2009,2009-06-24T00:00:00,2712.6000000000004,OCHRONA,FA£SZ
justyna,Witkowska,OC/214543/2012,2012-05-09,3364.9,OCHRONA,Fa≥sz 
Boles≥aw,  ,LO/367051/2016,2016/11/14,4462.830000000001,LOGISTYKA,nie
Olga,Wiúniewska,SP/152372/2010,2010-09-17,4759.799999999999,SPRZEDAØ,Fa≥sz
JAN    ,Jab≥oÒski,LO/463166/2010,,"5 154,435",LOGISTYKA,ma
JÛzef,Laskowski,IT/885546/2013,2013/01/14,8612.5 ,IT,NIE
Zdzis≥aw,Sobczak,ZA/236120/2013,2013-11-10T00:00:00,69014.0,ZARZ•D,TAK
Mariusz,Marciniak,CZ/534445/2010,2010-07-29,"2 559,5",CZYSTOå∆  ,0
Cezary,KrÛl,MA/664828/2011,2011-05-25,5871.360000000001,MARKETING,tak
Mariusz,GAJEWSKI,OC/506110/2014  ,2014-02-18,3126.1560000000004,OCHRONA,tak
Halina,Wieczorek ,MA/704808/2018,2018-07-07,5590.400000000001,MARKETING,NIE MA
MIROS£AW,JasiÒski,OC/266156/2013,2013-01-14,3339.6000000000004,OCHRONA,false
Boles≥aw,kaczmarek,KA/750699/2013,2013-01-14T00:00:00,5390.900000000001 ,KADRY,NIE
Leon,WOJCIECHOWSKI,SP/914628/2017,2017-12-19,"3 263,7000000000003",SPRZEDAØ,false
Stanis≥aw,PIETRZAK,KA/969655/2012,2012-05-09T00:00:00,"3 696,75",KADRY,nie ma
ALDONA,MALINOWSKA,MA/348445/2013,2013-11-10,4157.120000000001,MARKETING,true  
Grzegorz,JasiÒski,CZ/307911/2013,2013-12-30,2580.8,CZYSTOå∆,false 
Lech,WR”BLEWSKI,LO/118310/2009,2009-10-02,4252.905000000001,LOGISTYKA,nie
Roman,Marciniak,KA/376766/2013,2013/09/21,5005.105,KADRY ,False
Stefan,Adamczyk,LO/727577/2009,2009/10/02,3585.6000000000004,LOGISTYKA,false 
zuzanna,StÍpieÒ,KS/697286/2017,2017-06-02,4330.8  ,KSI GOWOå∆,FA£SZ
Jaros≥aw,Koz≥owski ,MA/341927/2018,2018-03-29T00:00:00,5897.0560000000005,MARKETING,Tak
Tadeusz,Kalinowski,SP/653358/2009,2009-08-13,4150.905,SPRZEDAØ,MA 
Edward,Mazurek,KA/262061/2016,2016-06-17,3932.8150000000005,KADRY,nie ma
Aneta ,ZieliÒska ,MA/488530/2016,2016-03-09,"3 521,6000000000004",MARKETING,nie ma
Edyta,Wiúniewska,KS/482337/2014,2014-07-18,6292.0,,nie ma
Beata,kowalczyk ,CZ/483672/2016,2016/08/06,2163.0,CZYSTOå∆ ,
Weronika,Olszewska,MA/170581/2012,2012-01-30,5140.96,MARKETING,NIE
Jerzy,Laskowski,CZ/824944/2013,2013-01-14,3273.0,CZYSTOå∆,false
Beata,Mazur,KS/532799/2014  ,2014-05-29,7156.6,KSI GOWOå∆,ma
Czes≥aw,Szewczyk,SP/477158/2011,2011/09/02,"4 959,0 ",SPRZEDAØ,NIE MA 
Antonina,Pietrzak,SP/181597/2016,2016-08-06,4976.25,SPRZEDAØ,False
Jaros≥aw,Krupa,KS/224470/2018,2018-05-18,4674.6  ,KSI GOWOå∆,FA£SZ
Olga,WÛjcik,KS/427211/2018 ,2018-02-07 ,4721.200000000001,KSI GOWOå∆,Tak
W≥odzimierz,Sikorski,KS/667204/2014,2014/02/18,6160.000000000001,KSI GOWOå∆, 
Emilia,Michalska,IT/371584/2013,2013/06/13,"7 529,500000000001",IT,ma
KRYSTYNA,Michalak,MA/902345/2015,2015-02-03,5580.8,,
Wiktoria,,OC/267815/2015,2015-05-14,3464.2300000000005,OCHRONA,NIE
£ucja,Kowalczyk,IT/410324/2015,2015-11-30,"7 268,250000000001",IT,TAK
Bronis≥aw,Szulc,KS/674879/2013,2013-12-30,6740.8,,TAK
Kazimiera,JasiÒska,LO/611374/2010,2010-12-26T00:00:00,"4 328,1",LOGISTYKA,false
Eugeniusz,Bπk,CZ/687531/2015,2015-08-22,2973.3 ,CZYSTOå∆,Prawda
Maciej,Szulc,SP/184511/2017,2017-09-10,"5 193,0",SPRZEDAØ,NIE MA
Jerzy,WÛjcik,MA/227799/2010  ,2010-11-06,"3 563,52",MARKETING,Nie 
Krystyna,tomaszewska,KS/943502/2010,2010-01-10,"7 114,360000000001",KSI GOWOå∆,Tak
Zuzanna,Paw≥owska ,MA/568857/2017,2017-02-22T00:00:00  ,3521.76,MARKETING,0
Ireneusz,  ,KS/649735/2014,2014-07-18T00:00:00,"4 806,0",KSI GOWOå∆,Fa≥sz
Kazimierz,Sikora,MA/289092/2011,2011-05-25,3833.6000000000004 ,MARKETING,0
Sylwester,kalinowski,IT/442000/2015 ,2015-02-03,7119.25  ,IT,false 
Michalina ,Majewska,SP/563912/2011,2011-05-25,3923.7000000000003,SPRZEDAØ,ma
Edmund,WÛjcik,KA/914608/2014,2014-02-18,"4 516,7",KADRY,0
Ireneusz  ,KrÛl,MA/457831/2010 ,2010-07-29,4620.0,MARKETING,1
MARCIN,Chmielewski,KS/970255/2015 ,2015/08/22,5359.200000000001 ,KSI GOWOå∆,TAK
Adam,Mazurek,KA/956772/2018,2018-05-18T00:00:00,4317.401,KADRY,TAK
Gertruda,JasiÒska,KA/970091/2011 ,2011/07/14,4423.39,KADRY ,nie
Hanna,Majewska,MA/849834/2012,2012-01-30T00:00:00,4027.2000000000003,MARKETING,False
Edyta,Piotrowska,OC/199573/2017,,3148.2000000000003,OCHRONA,False
Tadeusz,Sobczak,LO/290845/2016,2016-08-06  ,4314.519000000001,LOGISTYKA,Prawda
marzena,Sikora,KS/223613/2013,2013-04-24T00:00:00,4778.0 ,KSI GOWOå∆,0
Mariusz,Kalinowski,KA/134012/2013,2013-12-30T00:00:00  ,4869.4800000000005,KADRY,
Wojciech,UrbaÒski,KS/604163/2009,2009-11-21,7411.8,KSI GOWOå∆,MA
leszek,WR”BEL,KA/473803/2018 ,2018/03/29,3940.084500000001,KADRY,MA
,WrÛbel,KA/279546/2009,2009/11/21 ,3906.8370000000004,KADRY,Prawda
Izabela ,Zajπc,MA/312076/2010 ,2010-04-20,4256.0,MARKETING,false
Adam,dπbrowski,MA/759052/2017,2017/07/22,3748.8 ,MARKETING,nie
BERNARD,Sikora,SP/172312/2018,2018-03-29,5462.8200000000015 ,SPRZEDAØ,PRAWDA
Zofia,JasiÒska,KS/812554/2017,2017/07/22,4318.0,KSI GOWOå∆,NIE MA
WIES£AW,G≥owacki,KS/224337/2011,2011/10/22 ,6954.200000000001,KSI GOWOå∆,tak
Micha≥,Sikora,LO/779680/2010,2010-04-20,"3 619,3500000000004",LOGISTYKA,NIE
Rafa≥,MAJEWSKI,CZ/345013/2017,2017-10-30,"2 764,1",CZYSTOå∆ ,False
Janusz,ko≥odziej,MA/726683/2011,2011-05-25,"4 869,76",MARKETING,0
Stefan,SzymaÒski,CZ/101894/2009,2009/06/24,2448.6,CZYSTOå∆,nie ma
Jadwiga,Pawlak,OC/532764/2010,2010-03-01T00:00:00,"3 563,4500000000003",OCHRONA,NIE
Lucyna,Nowak,SP/910764/2010,2010-01-10,3517.8,SPRZEDAØ,tak
natalia,WIåNIEWSKA,LO/620994/2017,2017-12-19T00:00:00,3548.4750000000004,LOGISTYKA,nie ma
Henryk,Maciejewski,SP/547120/2011,2011-12-11,5237.4,SPRZEDAØ,False
Cecylia,Michalak,LO/233429/2016,2016-04-28,4999.846500000001,LOGISTYKA,tak
Bogdan,Tomaszewski ,CZ/808161/2012,2012-03-20,2408.6,CZYSTOå∆  ,NIE MA
Wojciech  ,Mazurek,KA/353635/2011,2011-05-25,5866.734500000001,KADRY,TAK
JOANNA,Nowicka,KS/117537/2017,2017-10-30,4692.0,KSI GOWOå∆,0
Bogus≥aw,Czarnecki,IT/638669/2018,2018-02-07,6171.000000000001,IT,MA
Justyna,Wieczorek,KS/903650/2011,2011-10-22,5826.92,KSI GOWOå∆,TAK
Zdzis≥aw,Jankowski,SP/151360/2015,2015-11-30T00:00:00,3883.7999999999997  ,SPRZEDAØ,NIE
Janusz,Szulc,SP/320108/2014,2014-09-06,3697.5,SPRZEDAØ,nie ma
romuald,UrbaÒski,OC/981998/2017,2017-12-19,3045.9 ,,Fa≥sz
ANTONI,Michalak,KA/897044/2018,2018-05-18,4371.620000000001,KADRY,
Miros≥awa,StÍpieÒ,LO/491784/2014,2014/12/15,"4 117,5",LOGISTYKA,Nie
Zdzis≥awa,Paw≥owska ,KS/493603/2016,2016-06-17T00:00:00,6409.4800000000005,KSI GOWOå∆,Tak 
Wac≥aw,Rutkowski,SP/285058/2018,2018/07/07,3979.5,SPRZEDAØ,NIE
Romuald,Krupa,LO/740688/2016  ,2016-09-25,4141.2195 ,LOGISTYKA,tak
Sylwester,Laskowski,SP/942431/2016,2016-11-14,4701.0,SPRZEDAØ  ,0
Danuta,Wojciechowska,KA/916450/2018,2018-07-07,4902.495,KADRY,False
Witold,WOèNIAK,CZ/460368/2011 ,2011-10-22,2893.0000000000005,CZYSTOå∆,true
Aldona,KamiÒska,MA/316936/2010,2010/04/20,3640.6400000000003,MARKETING,False
Antoni,Kowalski,MA/674119/2015,2015-05-14,5260.8,MARKETING,FA£SZ
≥ucja,Krawczyk,KA/283278/2016,2016-04-28T00:00:00,"3 683,73",KADRY,
Przemys≥aw,Nowak  ,SP/721878/2013,2013-09-21,5325.54,SPRZEDAØ,MA
lidia,Wiúniewska,MA/484064/2016,2016-01-19,3835.2000000000003,MARKETING,nie
Gabriela,WÛjcik,KA/255869/2017,2017-04-13T00:00:00,"3 912,1225000000004",KADRY,ma
Wojciech,Kalinowski,LO/235699/2013,2013-06-13,4364.55 ,LOGISTYKA,Nie
Alojzy  ,,LO/699043/2018,2018-03-29 ,"3 091,5",LOGISTYKA    ,NIE MA
Natalia,Grabowska,SP/893218/2017,2017-01-03,"5 575,35",SPRZEDAØ,TAK
Boles≥aw,piotrowski,SP/602109/2017,2017-02-22,5346.165,SPRZEDAØ,tak
Aleksander,URBA—SKI,CZ/354507/2018,2018/07/07,3803.8,CZYSTOå∆,tak
Emilia,ZieliÒska,MA/411749/2014,2014/10/26,3728.16,,nie ma
,Nowak,SP/269283/2015,,3776.5499999999997,SPRZEDAØ ,0
Olga,WrÛbel,CZ/948484/2013,2013-08-02,3802.7000000000003,CZYSTOå∆,MA
Zenon,Kowalczyk,KS/150296/2009,2009-11-21,4694.0,KSI GOWOå∆,Nie
Miros≥awa,PIETRZAK,MA/638484/2017,2017-12-19,"3 532,8",MARKETING,NIE
Krzysztof ,Ko≥odziej,MA/909981/2010,2010-06-09,4672.0,MARKETING,False
Edmund  ,Wojciechowski,KA/249192/2012,2012-01-30,3766.9650000000006,KADRY,NIE MA
Sabina,ZieliÒska,KS/558116/2018,2018-08-26,5614.400000000001,KSI GOWOå∆,PRAWDA
Micha≥,KamiÒski,MA/796473/2015,2015-08-22,5734.080000000001 ,MARKETING,Prawda
Robert  ,StÍpieÒ,MA/128742/2012,2012-05-09,4901.6 ,MARKETING,True 
Przemys≥aw,Kubiak,SP/124063/2013,2013-06-13,4384.05,SPRZEDAØ,tak
Gabriela,,KA/629325/2009,2009-10-02T00:00:00 ,"5 409,965000000001",KADRY,PRAWDA
Zbigniew,Kwiatkowski  ,MA/979258/2014,2014/10/26,4872.0,MARKETING,false
Jaros≥aw,JasiÒski,MA/856847/2017,2017-07-22,3620.8,MARKETING,False
Alina,malinowska,KS/590840/2016,2016-01-19   ,4602.0,KSI GOWOå∆,FA£SZ
Miros≥aw,Wasilewski,OC/538144/2017,2017-12-19,2605.1300000000006,,Tak  
,michalska,SP/201237/2010 ,2010-09-17,4940.429999999999,SPRZEDAØ,tak
ALFRED,Chmielewski,KA/881270/2016,2016-11-14,"4 315,2",KADRY,FA£SZ
